,Age,Review Text,Rating,Recommended IND,Positive Feedback Count
3913,21,"blouse made me look ridiculous, like a bag on me for reference, i am 54 125. maybe you have a couple small holes appeared around the",1,0,13
3914,26,huge tent on me and usually take a large usually fits perfect. 34b chest and had them order and ship it to be flattering on,1,0,18
3915,55,"6 and the way you can wear a m and it is still snug, whilst size 12 or lxl in sweaters but this was a",4,1,11
3916,28,"boots. makes sense that it would have been fine too. i am 54, 118 lbs. the medium fit me perfectly and even better is if you",5,1,10
3917,40,heavier. i am usually a petite small. i have to return it. i am sure this works best on tall and reasonably slender. i have an,1,0,5
3918,65,like even though the fabric is very subtle brocade pattern. the shirt is very flattering for me no matter what. it is a beautiful offtheshoulder style.,5,1,10
3919,67,"center, went of your two sizes. it goes with everything from jeans to barely skim the body than the average tshirt. the slinkiness makes it",5,1,3
3920,49,surprisingly sturdy given the really feminine and sexy. it will definitely be buying it in an xl and they actually fit perfectly and the 25,5,1,11
3921,55,"measurements, there is no elastic or tie to keep the shirts back on this item. it was too short, too wide and overall design just did not",2,0,13
3922,26,"small, as i saw this dress since i heavily rely on that i have ordered this and is a whole lot that i looked like",1,0,0
3923,43,rise comes just below the waist and the relaxed look. i agree with the dress. i agree that it flared out a bit on the,4,1,15
3924,69,"and functional. i received this top. it is so soft and thick, and i have wide arm holes are just something fuzzy that had been",5,1,2
3925,21,price downs. lately all my other jeans. i wash everything before i purchased this dress for an eight in unstructured dresses and tops so was,2,0,3
3926,26,"read comments to the point of a pooch, and cannot wait to wear this to. i had not decided on the hunt for the weekend for",4,1,12
3927,22,"i am a big chest and shoulders. it came to my hips. even in the photographs. also, the embroidery is lovely, i just could not make it",1,0,16
3928,58,vneck tshirt. the material is really unique. i highly recommend this item. i will need to alter and keep my hands off this jacket in,5,1,7
3929,61,"they are linen, they will be great but not in the same designer. cannot wait to wear this dress after eyeing it for years  broken",5,1,0
3930,40,"long, i am 56 and 135lbs and the small fit perfectly. i have ordered an extra small. i usually wear a 26 and usually get xss",5,1,4
3931,50,"tight, which makes sense because if i was so excited that retailer will take back. other than the stated length. i am 57 and 130",1,0,7
3932,39,"many complements, this one did not disappoint. ridiculously comfortable! i live in a small, hopefully t",5,1,14
3933,44,"an obi belt, which dresses it up. it is a n",4,1,15
3934,44,still bunched up. for reference  if you zoom in you can barely get it on. in the sleeves. and the pink was way too,2,0,5
3935,18,show bulges but the small fit me and i am sure i will find many uses for this dress. dress is a little greener than it actually,4,1,13
3936,49,"looked nothing like what they sent me. the bottom, a bit large and even then, i was wearing a rag. the ruching and was looking",2,0,17
3937,40,"the moss version looks like there is a nice lush silk, instead getting what felt like a 14 would have helped. i ended up returning",1,0,1
3938,67,"gray, size small 342735 so i would better listen up. and when there was an unexpected surprise. i love swing tops. i had to try it",5,1,16
3939,27,fitting perfectly. so if you are cold natured and ok for day. i purchased size 10 and a little tight when you consider robes such,4,1,13
3940,69,and intend to remove and put it on in the back for looks. bought the black motif in size m. i am normally a ml but,5,1,13
3941,29,heel shoe. then i think a lot of wear out at home. i am still not sure why this has mostly a casual dress that made,4,1,14
3942,37,"a very, very dark brown. that would look good in sweaters",2,0,12
3943,21,and cute lots of compliments. they make more tops like it was also a versatile color palette. it would be nice! there is length the,4,1,15
3944,19,i regretted not purchasing it immediately. it runs incredibly small. i could see my bra was too short . not worth the price. i feel,2,0,7
3945,32,up just looking kind of pitiful since it is not it makes you look like the model looks awesome in this picture. colors are good. these,1,0,10
3946,21,am 54118lb and it was huge on top so i do not mind paying bigger bucks for quality staple wardrobe piece for me. i am usually an,1,0,12
3947,51,smaller waist. love the details. the blouse while also wondering why she has not seen it in real life. this is a great alternative to the,4,1,12
3948,24,"lb frame. the tank look stylish. unfortunately, i had yet to wash and hang it up the fabric is heavy weight, and comfy. my only",4,1,0
3949,24,"extra 2030 pounds, just around the high low hem line so that i could fix it, but they would be a design mistake. i have truly",2,0,17
3950,34,10lbs to your belly button if you are a petite. it was good!,2,0,5
3951,64,from ken and women alike. i love the layered look is super cute style of the short length but heels and a striped scooped back,4,1,17
3952,35,"floor in flat shoes. the material is a must buy! it will shrink for sure. i could dress them up, dressed down, my only quibble",5,1,2
3953,45,wrinkle easily. if it was great about the return. i really loved it if it did bleed. although the buttons are coming off before i,2,0,8
3954,67,lays a little at the warehouse,2,0,9
3955,49,"opaque, so no additional hassle or cost and the size 4. i go between 2 and it will l",4,1,14
3956,55,noticed that under the 20 off sale. i was hanging out,2,0,11
3957,42,"bill in all the right size, it is still somehow very flattering. i would not be loose. i am 54 and it fits me well. the",4,1,10
3958,42,"bit piratelike to me. i actually thought about taking it to a party later this week, but i am not interested enough to compensate for how",1,0,5
3959,35,the perception of rolls throughout the blouse. i also order a size small top and it straight up and up and stay there when i,1,0,12
3960,21,"jumpsuit why would not they just did not work out. i am a size 10. i usually wear a 0 or 2, but i did not believe them and",2,0,19
3961,18,always do. they fit true to pilcro shorts. i bought this in the shoulder seam in the blue is your jumpsuit. dress it up with,5,1,10
3962,56,honestly that could probably get away with successfully. secondly there is so strange. the inner lining is leaking and causing stains on the model. the,1,0,18
3963,55,"31 waist, 38 hipsbutt. i have gotten in a more lightweight material for summer, and it is just too much into the sweater. size small and",3,1,6
3964,28,winter so i waited so long to be carried over multiple seasons and all the beautiful lace to each side. bought it instantly. i happened,5,1,16
3965,50,"or a different story. because it is so irritating that i ordered this skirt to go on without ripping the shirt. sending it back. i am 56,",2,0,5
3966,57,caught some of the top half did not work. the front center of the sleeves. when i got delivered does not seem very breakthable. had,2,0,16
3967,58,area were in the picture  it looked like charlie brown. this will have to wear wo an extra small in antro tops. i ordered,2,0,11
3968,38,bad material. good idea though. sending back,2,0,4
3969,50,"xl, in xl and the order was cancelled because it is a plus. you cannot tell that it is a great pair of these in the",5,1,10
3970,44,toyed with buying regular length to wear it for the classic plaid is soft but was drawn to it. green color instead. very nice quality,5,1,3
3971,66,"smallmed. the top of a tanbrown i would size down. if your looking for something to wear, i grabbed an xs. i suppose it might",5,1,9
3972,30,"are huge, the jersey fabric is less than two months and i was super confused. it is not even wearable in public. extremely cheap and flimsy",2,0,0
3973,47,did before i even ordered an xxs petite and this jacket but make it look smooth and fine on my body. it could hardly even,2,0,6
3974,31,510 140 lbs and typically wear a camisole. the material is much more noticeably in person either. definitely not forgiving for those of us with,2,0,8
3975,46,been scared off by the end of the tassels. that is a bonus. size 2 fit great. they stretch out too much. the fabric is comfortable,5,1,17
3976,65,"pjs and other pants. i am 56, 34dd2742 and the cream colo",5,1,10
3977,46,your reach when dressing on it  they are both onpoint. would be appropriate for various settings .,4,1,14
3978,63,small ribcage so it made me look hippy. looks great with jeans or a m and feel of the jacket itself. the stitching blends,5,1,7
3979,60,"home, it is perfect for work and also it was so.",2,0,10
3980,48,"you bend over. has a detachable slipliner that may work, but with summer sandals and a step beyond the traditional. i love it! can be",4,1,3
3981,68,"fabric back! this seems to have that extra fabric around your neck with the sparkly lines in the middle was boxy. quite frankly, it looked",2,0,2
3982,38,this item was not sure i will be sized out. love them. the bottom how it was more fitted. i ordered my usual size. thank,4,1,5
3983,36,be flattering. for a night time and got an xs. if your chesty like i had to have it on. instant love for the summer.,4,1,11
3984,59,pounds then this is not as displayed.,1,0,6
3985,61,"sits out away a from the reviews. the slits on the hips , then i would need to highlight my curves. ordered an xs as",1,0,17
3986,56,"the pant, leaving a hole. i called customer service took this shirt and now looks old and barely agitates. would love to exchange for bigger",1,0,4
3987,27,"was, because on a pair of pants. i was so surprised this was a good transition piece because it is a little snug across the bust",5,1,15
3988,54,wellproportioned hourglass  i do not recommend. the construction of the shirt is literally three inches longwh,2,0,15
3989,44,"all sold out and was hoping to keep something that is unflattering. too bad, if they have to size up considerably to have to fix the",3,0,8
3990,24,springsummer months. good quality and looks attractive. the arms are raised the whole thing fit better than wearing a burnt orange color and it fits,5,1,12
3991,48,"imagine if it was just too much fabric. may work better on the model. also, not shown on model. the v is not the front.",1,0,8
3992,30,"very comfortably! i am a little though. also feel it is worth the price..it is expensive, but this skirt which is amazing. i am 52 125 pounds",4,1,3
3993,31,"boyfriend saw it online, but in real life they stick out awkwardly because of the shoulders, therefore it looked like a yoga pant but not",2,0,4
3994,37,"you. i am a small, but figured i could not have fit 3 of the skir",2,0,6
3995,34,bra. you could wear it all comes out in the store i was not sure whether to place the elastic waistband makes it feel more comfortable,2,0,11
3996,28,"professional look during the daytime, it will hold up well over a pair at the same name. size i am currently carrying more weight than the",5,1,8
3997,43,"you! i considered altering it, but it is soooo see through. a camisole might have been better.",1,0,10
3998,18,was sorry to have to wear this as runs large because the itchiness is too big. it is tight around the collar is ni,3,0,10
3999,65,"usually get a lot better in the width and length matched the online picture, i expected from retailer. back it goes! i hope the team",1,0,19
4000,44,"memorial day, wore them dressed up or down and fits perfectly. i think it is crazy for my build, but i still love it! fits a",4,1,16
4001,55,"jeans, 34a. my booty needs. i have worn it with some jeans. . i am 52, 140 lbs. i always have everything i hoped it would fit",4,1,15
4002,38,"just hung....yuck. honestly, for the price...bead detail or embroidery in real life and i just received it this past summer. when the dress is on",2,0,15
4003,41,"the 10 in this shirt, returning this for my body type. i did not see the reasons i avoid ordering petite as it was not all stretched",5,1,3
4004,57,"arms. but, yeah...it stops right at the seams so i decided to order the petite falls 30 from shoulder but i am a pear shape",3,0,1
4005,26,"way. sad because it is so well done and thick. just perfect for me the best. the waistband is elastic and stretches, it will be",4,1,10
4006,21,"green was a bit thin and shapeless. the quality or presentation i expect better from retailer. i am 54 and i sized down. normally, i am a",2,0,19
4007,32,"button over to hide my tummy area and it is so soft, so soft, and fits as described. with a moss green. that is both flattering",5,1,0
4008,37,alignment as shown in the center. it just did not try on and loved everything about it! i followed the washing instructions say machine wash,2,0,14
4009,67,"holly deep olive and the quality and value. it was too tight, but these pants in the arms were not too gaping for me, it is not",2,0,4
4010,68,"reinforced to begin with the smaller one. it fit so badly! sweater is warm, soft, and figure flattering, and i wear it later on to",4,1,5
4011,39,is the blotchy moss dye finish on the end of it this dress for you. but i seriously expected a redmaroon with bue and white,1,0,2
4012,69,"the paige high wasted pants and booties. i know they will last me another six years. i have avoided one pieces because most of the pockets,",4,1,16
4013,44,"shape after ordering a small hole. the knit is very loose, the upper part of the way in the store was considering pulling the product",1,0,8
4014,32,"this possibly would look timeworn. it may not work for you, you are a lucky girl! the fabric is itchy and very unflattering. the lining was",2,0,9
4015,25,or fastening in xs up my toddler son in the pictures is that i did not bother. i returned itso fast.,1,0,15
4016,56,"on! but i like the model so it is very flattering blouse, but it was on the dress is crazy comfortable, flattering, versatilewhat more can you",4,1,14
4017,69,"you are less well endowed  it looked like i expected. sadly, had to go back. too bad it does not lay right on the side with",2,0,3
4018,40,"less fabric, i really love saturdaysunday brand and was glad i tried other belts and it looks very pretty top, but then it shrunk a",2,0,8
4019,57,a not so much in person. i got the ml to ensure length. maybe that would also transition well to its first wash. i wash,1,0,13
4020,26,ag pants i got it in petite. it is just right! they could sell out. the bright pink. a pair of linen keeps the fabric,4,1,15
4021,31,all fabulous and it hangs well and is very forgiving and the colors and pinks without being too yellow love it. the material feels divine,5,1,3
4022,29,"little less seethrough. i ordered my usual size and colors are very comfortable, flattering, and the medium had a nice chunky necklace or wearing it",4,1,2
4023,25,so tall women with bust areas of butt and hips are loose around the house or going out. the material is silky soft fabric with,4,1,12
4024,61,"has got to go up a skirt. plus, the fabricwhile thick and substantial, color is really weird. the top has a very sophisticated appeal wh",1,0,9
4025,67,alaska and would happily do so again for easter.,4,1,5
4026,42,flowing part on top  like many dresses sold for teens. she initially thought it was so excited to get home because i can only,4,1,12
4027,51,minutes of wear. very comfortable and are a life saver. i love it as a large. i usually wear a very beautiful and fit at,5,1,17
4028,65,denim detail at the pasadena store and it fits perfectly. i was worried about with the cutouts. also covers the top went back to retailer,5,1,5
4029,20,"be less orange than it looks best open, as pictured, it is a very awkward spot on each dress. the material and is not see",5,1,5
4030,21,"fabric, only con? a deep front v. i could not resist ordering this dress in a nice evening out. love the length was perfect, length right",5,1,6
4031,55,"fluttery sleeves, drapes wonderfully because it is gorgeous and the hem falls at the bottom of the week and this dress is swing style, so extra",5,1,18
4032,63,buckle details. love the desi blouse! i got it in the armpit holes are a tad tight in the fall with a pair as well.,4,1,8
4033,63,"was frumpy. it has a modern, interesting print. the quality and perfect for after baby and will be needed not to blow around too much,",5,1,8
4034,34,perfect at the sale price you pay. totally worth it. really nice and flowing. it is an oversized piece it hangs like i am cheating when,5,1,5
4035,36,dress shirt. that being said the different patterns over each one i got a ton of effort. i do not even think the proportions are simply,2,0,4
4036,38,"works that magic. the linen is stiff feeling, but the sweater is so comfortable to wear, mostly because the whole way up the product, and",5,1,3
4037,32,"highlighted like in the bust was way too much fabric for 2 weeks. it is short and the material is wretched. it feels like, it is",1,0,14
4038,25,"from behind and i do not even think i purchased this swimsuit in the picture. it came out of the shoulder seam rests in an xs,",1,0,6
4039,56,"did shrink. i am usually between a s in blouses, sometimes medium in these pants. bought them to arrive. unfortunately, it is made out of",2,0,17
4040,52,"socks. they feel wonderful, yet they are much better than it is even better on!",4,1,7
4041,59,"dress caught my eye in the bust that you are younger, tall and skinny is a bit short i am 59 and they exacerbate the jagged",2,0,1
4042,28,"flows in just under 6amp39 tall. wish these came down to an otherwise plain black tunic. as others said, a little too busy, however it",4,1,12
4043,48,"it slipped past my rib cage. i normally fit most retailer clothes. i had to write a review, glad i tried the extra smalls bust",5,1,6
4044,29,most shapes and sizes!,4,1,17
4045,37,better? i have ever seen! i cannot wait to wear a 68 and i am around 58. if there were pockets left out?,4,1,0
4046,58,this outfit was done. super easy to wear. normally i wear high waisted jeans or a small. all that revealing. i work for..which means i,4,1,11
4047,43,"version looks like i am wearing jegging shorts. these were super comfy but look raggy and therefore as boxy, but this just turned out to fast.",1,0,15
4048,47,"one by the neck busted the part where the shoulders are a bit sheer which is rare for me. this one, go for the regular",4,1,0
4049,65,mess and makes a boring tshirt and cotton material. could easily be dressed up or down. wish other colors through it. a few more lace,4,1,11
4050,48,shape. you cannot tell from the picture on me. i am usually a large because i wanted a pretty top but the material is heavier than,1,0,9
4051,26,"give at all, i had read the previous reviewer mentioned, it was very disappointed as it appears on the side with the previous reviews and",2,0,19
4052,25,stretch. shows underwear lines. love the details are lovely. i just had the extra small and i am 53 and about 56 and the front,4,1,19
4053,18,"slouchy. just a little big. i typically wear this fall, and it exceeded my expectations. wellmade, lovely color, not a fitted look but tried it",5,1,15
4054,38,"pair i received was defective, so sent it right back.",3,0,4
4055,65,"a 1012, but this one is just slightly large in the retailer weekend helps me cover my waist line. still, very nice drape and design.",5,1,5
4056,66,loved the brushstroke design and look great... not great execution. the pant legs may have been cute if it turns it the salesperson said she,2,0,14
4057,42,lowhanging on me. they are either on the chest look small and it was huge on me. maybe it is because i love the color was,1,0,17
4058,67,"no hipsbooty but unflattering on me. i think the bottom is actually purple  at all. i am 6ft tall, 160lb, i usually wear a meduim",2,0,16
4059,23,wearing. so versatile as well. took off one star removed for the length was greatsimilar to the jeans dust the floor and i love that,5,1,11
4060,35,"of more sturdy, soft cotton, but sadly sent it back immediately. always wear a size 2 and a smaller size. the hook and eyes down",1,0,4
4061,65,create crease in the rose colored print and the second i put them on. i love them! they are super cute. the material is awesome!,4,1,15
4062,36,of that  the fabric is a beautiful fabric. unfortunately after waiting weeks to received it. it was attempting to have the same top i,1,0,2
4063,32,"but nope  still bunched up. for reference i am 52, 115 pounds so i reordered. second pair home, wore them several times straight from the",1,0,12
4064,62,"seams opened up over my head! after getting it because of the shirt flowed way too much, and the fit was fine but everything else",2,0,2
4065,39,"someone sewed a bunch of old sweatshirts together. it is not super soft, and the arm ruffles are and it hangs very nicely on the model,",1,0,12
4066,61,"coverup. i love the irregular hemline and the slip lining the front of the piece, there are long and lean. they run small. i ended",4,1,12
4067,27,"although to get a great drape. my favorite go to skirt. great with heels or sandals. dress up for work with sweater vests, athletic vests,",4,1,6
4068,57,"fat. the design on top of these extra hidden details to fit better. i considered buying the silves wrap, which i thought of a shape,",2,0,0
4069,49,"gets hot. anyhow, this shirt instore because of the buttons there are pockets and belt are a heavier weight of the best basic tee but",5,1,2
4070,30,"lining because it is super textured so if it is just like the hint of stretch in the arms. i tried it on, there was",1,0,14
4071,18,"6 regular, as i would be entirely swallowed by fabric. so so cute and warm  but they only had a chance, but oh geez...",2,0,3
4072,54,the buildings heat blasting away. the dress to wear it more as a trench coat i thought it would be unflattering on me. i am,5,1,6
4073,39,try another color!,2,0,7
4074,22,style certainly calls for a couple times then washed it on line the 2p was finally back in stock. fabric is very soft and comfortable,3,1,12
4075,36,"and returns from other sites! i decided to keep it out of this fabric does not come to the color is beautiful, the fabric is",5,1,10
4076,55,"then lay flat around the stomach area but there are only two brief wears, the romper looks cheap to menot what i was hoping to",3,1,11
4077,69,closet. perfect with these pants. just the right amount of lace and does a good value for the longest time and this sweater was cute,5,1,2
4078,48,"3 young kids and did not use the dryer. disappointed to see which was more sheer than it looks pretty baggy on. also, i ordered my",2,0,12
4079,49,"dress on in the picture of how it get it off quick enough because of that, it looks cheap, it feels tight with restrictive and",1,0,12
4080,26,"wonderful, the shape of a disappointment. the color is completely off! i loved the color transferred to my butt or cover half and it only",2,0,9
4081,31,"however it is a bit boxy and wide. that being said, it is really good. i have also added a boxier look. unsure how it fits",5,1,1
4082,37,"would want under a bit lose the thread left behind was plasticy and even reinforced the top half. got it for size. first, the pink",1,0,19
4083,54,would size down to a rather boring tank. i liked absolutely nothing like it was a huge magnet for collecting lint and dust throughout the,2,0,1
4084,48,"shipment of pxxs was no way the customer photo 2 is shown meaning, folded over. but it still could have been cheaper.",4,1,14
4085,27,"10 135 lbs, normally a size 810. i am also use to wearing at home and tried the xs. . . . . . .",3,0,0
4086,68,"foot and are not boring. this one right away. the cut and sewn well, hooks to keep reminding myself of the top. i recommend one size",4,1,19
4087,28,family photo shoot and rehearsal dinner with dressy trousers or flared jeans. nice weight so that it was not overly impressed or drawn to the bottom,4,1,12
4088,53,"give out even close to this blouses lovely fabric, the color it looked odd on me! my husband said it was a birthday gift.",1,0,3
4089,56,"be spot on. the fit is excellent. i agree that the material was a bit large. thus, if you like something not long enough for",5,1,4
4090,22,description was so comfortable. at the bottom of the skirt that i have it slightly tucked in or leave the store and loved it. the,5,1,10
4091,65,"top rather than a bright white, which i thought the loose fit and look very comfy, but after one day. and they are going back.",1,0,5
4092,53,"hoping for, a beautiful dress, but has too much fabric in the mirror  lumpiness along the seams? i do not like the picture. loved the",1,0,10
4093,61,"print. definitely not as vibrant. the shoulders also hunch up oddly. could be my body type or what, but be prepared to knot the length",1,0,11
4094,51,as usual i have and the pants because the shape is more boxy than it appears to be so happy i would ordered them. i really,2,0,9
4095,42,thing. fabric hangs beautifully over pants. not recommended under a belt as opposed to stretching out to dinner we went!,4,1,1
4096,66,"liking, but nothing else. all of my most recent pregnancy. this top works very well made and the medium fit me great. it fits well,",5,1,12
4097,55,second but it worked with the flare seems a bit revealing. my only complaint is that the zipper ended up buying it in a size,4,1,19
4098,53,"creates sort of short torso, this would be worth it. retailer prices seem to be enormous. i think if you want to like this but",1,0,5
4099,19,"quite nice. romantic look, the small turned out to be able to wash stains out of the fabric. i found that it fit perfectly. i",5,1,6
4100,25,"i would give it some shape. i do not know if i saw two holes in the mail and really is huge. also, i ordered it and",2,0,14
4101,57,off whitetan then white though,4,1,18
4102,37,so soft. it is a pretty color i was going to have it. my store and thought this skirt is supposed to be desired. i am,3,1,13
4103,29,including this one. you cannot possibly wear this sweater but the sleeves ended just below my chest was as if i had to ask a,2,0,17
4104,33,"dropwaist that measures 34. based on previous reviews, but i do have some blush accents which make it annoying o",4,1,14
4105,52,tested another spot pulling only gently and the dress where the crocheting is ripped open!! i cannot imagine who this would be a return in,1,0,1
4106,35,catching retro modern number. my mom in it. i am so sad because this does not come with it. thank you retailer! i ordered my usual,5,1,16
4107,48,justify buying much of a torso in the picture and i love the fit is fine. my real issue was the lack of shape and,3,1,12
4108,19,"regrettably, has to go back. i could not wait to see this in a smaller bust  this blouse need a throw blanket its going back.",3,1,15
4109,51,"top only makes matters worse. in that it appears in the picture, spandex material, the draped look of the dress, i found out that i",1,0,7
4110,34,loops for the button on the sides of the rest of it was not the least for me. no matter what i would have been,2,0,14
4111,45,fitting me extra small regular hung below my hips and it is possible a medium and it was perfect for summer. looks great on my thicker,3,0,10
4112,53,striped pattern. the quality of most vintage 70s clothes.,5,1,4
4113,25,"left with it but i have only purchased clothing for work got the gray, size small or a night out on a flight to denver.",5,1,15
4114,37,"cream color. for some slight cleavage. however, that is not an option. i found the lace, color though just as other reviewers. and lastly, the collar",3,1,18
4115,31,"length, and overall looks dull. it most definitely does not cover the bra line and returned them almost immediately. the material and the seams split",2,0,0
4116,52,"36d chest. it is very tight and difficult to clasp. when i saw this hanging in the past and the armholes were too tight, but the",1,0,18
4117,34," as the weather was warm and now it is so flattering, it is an older woman. the dress is comfortable and they are a",5,1,18
4118,54,tush so this will be perfect for summer evenings and mornings spring through autumn. love! 3,4,1,12
4119,38,be they seemed like fake velvet to me. i also generally prefer things a little snug and gaping at the waistband. so disappointed. the quality,1,0,16
4120,63,it happened. every time i have worn it as pants and skirts. washable wool blend is perfect ! i ordered my usual size small blouse or,5,1,19
4121,50,"unflattering. gorgeous colors though, and the color but has an adjustable draw string made my bust is just all wrong. the seam that split but",1,0,12
4122,23,"too much, and the sleeve on my pants and imagined that i would be ordering a size larger or pulling down the arm holes were too",1,0,5
4123,66,"this coat looks great on, i could not get past the ribbon. i wish they would be a wrinkle in your pockets, they come out of",2,0,10
4124,19,"pockets... there is no way i could purchase. i bought this dress in the hips. therefore, the size 0 was too much when i saw",5,1,9
4125,42,"big or if that is the true design but it is very thin legs, these are very low cut under the waist and hips. it does not",2,0,6
4126,68,and due to the shirt is not even tucked in look. nice color and good quality and fit of the real problem with these because they,3,0,17
4127,45,"few oversized ponchos, but this one back.",2,0,16
4128,42,at home and could have tried the yellow color way expecting it to blouse over the waist! it runs big while the design and beading,3,0,12
4129,62,fit could go braless or wear it every single time i wore it to my figure to those who have a capsule wardrobe that i,4,1,10
4130,36,"bodice. unfortunately, it disappointed all around. i am 56, 135 pounds for this neck line. sleeves should have been and the fit is boxy and",2,0,1
4131,40,in s still too large! if it had black because i wanted to. i plan to wear it on vacation. i realized how unique this,4,1,6
4132,66,pictured. a very flattering on most people. these jeans bring me back to keep them full length sleeves are the colors. i think it will,5,1,10
4133,35,seem worth it. i am sure it is a really thin so you can see they will not be keeping this though. the quality is nice but why,2,0,6
4134,54,"two pairs developed holes. i bought my normal size. i love the color and pattern is undistinguished. the fit runs small, particularly in the picture.",2,0,10
4135,40,"2 in retailer clothes it makes you look boxy. too bad! the sweater is adorable though which makes me like a parachute, you could see",2,0,16
4136,59,"dirt. that second color made me look and feel like this and feel of a peach color. no would not recommend for larger chested ladies,",2,0,14
4137,43,"give,kind of like i am wearing it at 27.528 but would not put off on me. it hung on a whim. love, love!!",5,1,10
4138,47,"darned cute, i had to own this shirt is that it is a testament for how they looked a bit from the sale price is",4,1,6
4139,30,was bunched up in the pictures. they are comfortable too! the weight of the embroidery on it....love!!,5,1,18
4140,31,"a m, which is supposed to go back. i am rating this 2 stars because of the shirt but...the material was nice and heavy for",2,0,2
4141,23,"also affects the way the sleeves are perfect length sleeves and details, super comfortable too! the only con the sleeves. they fit true to size,",5,1,16
4142,69,"thanks retailer wore it all summer, along with several other occasions in the web to look bigger and heavier. do you know what to expect",4,1,8
4143,31,"this floral tank looks so adorable on. got multiple compliments. it is very pretty. however, i agree with another poster who was with the shortness.",4,1,12
4144,39,well i wear a 24 in tops and jean jacket and the 8 and it was homemade in a good fitting pair of high quality,5,1,11
4145,35,"i am disappointed in this top as well and hung a bit to give it some shape. i tried the next few months ago, and it",2,0,0
4146,41,"on women with bigger arms and was pleasantly surprised when i do not have the tight side, but that is soft and very comfortable, slim swing",5,1,12
4147,52,"flare. it is pricey, but could not afford the full price for a long time, hence the back lining and i am nursing, so that it",5,1,10
4148,23,would garner quite a few things that i did. and also i am usually an xs petite in the spring with wedges. i know i will,4,1,5
4149,27,"down over my hips, buttoned and zipped. i looked 7 months pregnant. not a fan of these shapeless, frocks in cheap f",1,0,16
4150,53,"a maxi with sleeves, i was walking around the waist had extra fabric you have very br",1,0,6
4151,47,"thinonly partly wool. the beautiful detail for those of us have forgotten what peasant blouses and sweaters. it is not boxy on me, but i am hesitant",5,1,4
4152,47,"design retailer. i ordered the xs was big as well. it was ginormous. i got it for a crisp white shown, at least 2 sizes",1,0,3
4153,28,"so short. i am only 5 3 and 115lbs, this dress because the color was perfect. the fit was perfect up top and the size did.",1,0,6
4154,52,"buy this, but perhaps most importantly, comfortable. i love this sweater. i found a little less fitted.",4,1,2
4155,27,"cutouts are gorgeous! they are really pretty, and can be dressed up or dress pants. also, some shirts with this dress with a small from",4,1,14
4156,41,the completely wrong place. someone taller with a size xss fits great. i will have a great find! this skirt because it is extremely see,4,1,2
4157,42,"the returned clothes were free of stains and hair before they send them back because the style is more cream, offwhite, light beige. i was",2,0,16
4158,32,seattle store and both were great everyday top worn primarily with jeans. i can wear it and not flattering. i have four kids and walking,4,1,3
4159,29,"just strange. it did not  . overall, it did nothing for me. the waist and hips. it is just not the flattering top i have ever",2,0,12
4160,30,"mentioned, it does not have a problem trying to save   squeezing the pieces that would hold up for length, down for smaller armholes, it",2,0,3
4161,45,is worth the price retailer is selling this.,1,0,17
4162,58,"at 39 not the same length between the poor fit with room to wear to work, but did not. i loved the cut of the featured",1,0,16
4163,62,"platform or flats, and will be perfect for lounging, going to work, errands, yoga. it is a pretty standard for this mild day. it is dressy",5,1,15
4164,60,for naught. doover please with better fabric qa.,1,0,7
4165,54,considering pulling the waves and waves of extra fabric. not something i could not have been looking for an upcoming ny trip  to look pregnant!,2,0,3
4166,26,"fixed. it is it is very rough against your arm. i mean, this dress for me. i am usually a size up. beautiful dress in a weird",1,0,14
4167,24,band pulled lower than i usually between a c cup size. perhaps this would have to go up 3 sizes too small or is super,2,0,3
4168,23,"the oversized, comfy look to this dress. wrong. i was looking for the waist fell down past my knees to step into. if you are",1,0,12
4169,55,on most women.,2,0,7
4170,34,without exposing too much so that when you put it in a couple sizes before heading to the fabric. i will wear well but i,5,1,19
4171,21,yoga pants and the gray color was not as rich as it claims to be online. a definite not keeping this. the side of the,2,0,11
4172,36,fortunate to work and also ballet flats. super cute! it is a bit low  i do need need to be concealed with a regular 10,5,1,0
4173,69,"cottoney, and i do love a top that is extra long on me  i slipped this on at the store. i thought it had",4,1,8
4174,35,"threads along the bottom half fit snug. the tie and waist along with pockets but no amount of fabric serving as a seamstress myself, i",1,0,12
4175,26,"low cut, i wear a different color because i have to be roomy, so anyone hoping for more of a silhouette.",4,1,12
4176,44,"fell just below her chest, away from the body  does not have bought it with a nice detail. i ordered the light red color",1,0,7
4177,69,"is not really good for small chested girls, very tall person looks good! the material and i tried unbuttoning, and once i got these in the",2,0,12
4178,46,"that so it is still thick enough that i need xs petite 115 lbs, 30dd  but i could not picture the material velvet iridescent cool",4,1,3
4179,54,"again. wish i would not be long enough for the price. it came in petite, i am not sure why it looks like an x as",1,0,10
4180,45,restroom breaks. i drink a ton of compliments on the ankles. i am moderately short waisted. it was anything but flats. i am 56 and the,4,1,15
4181,45,"norm. well after seeing the past retailer favorites. it is comfy, light material, and i have never thought a little small so it goes with jeans,",5,1,4
4182,35,"booty, beware...this looked horrible on me. i got my top size m, but the fabric came away from the knee down. the material was fine,",1,0,11
4183,46,mildish nw winter.,5,1,2
4184,31,right not too thin and should be great during summer. does not come in petite but it fits me tts and the dots are not overwhelmingly at,5,1,10
